CS Number,Application Track,Country,Program,Korean Language Institution,University,Department,Scholarship Status,alpha2_country,alpha2_cotinent,point,latitude,longitude,one,country_sum,proportion
CS01221000,University,Myanmar,Research,Exempt,Kyungpook National University,Horticulture,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221001,University,Myanmar,Master,Dongseo University,Pai Chai University,Business administration,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221002,University,Myanmar,Doctoral,Exempt,Kangwon National University,Sport science,Scholarship deffered(6 months),MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221003,University,Myanmar,Master,Dongguk University,Kangwon National University,Agricultural and resource economics,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221004,University,Myanmar,Master,Daejon University,Kyung Hee University,Business administration,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221005,University,Myanmar,Master,Chungnam Univeristy,Kookmin University,Business administration,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221006,University,Myanmar,Master,Duksung Women'S University,Dong-A University,International trade,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221007,University,Myanmar,Master,Seokyeong University,Pukyong National University,Business administration,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221008,University,Myanmar,Doctoral,Seokyeong University,Pusan National University,Department of material sciences andengineering(metal materials),Conditionalsuccessful candidate,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221009,University,Myanmar,Master,Konyang University,Busan University Of Foreign Studies,Korean studies,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221010,University,Myanmar,Master,Chungnam Univeristy,Busan University Of Foreign Studies,Korean language education,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221011,University,Myanmar,Master,Dongseo University,Yonsei University,Global studies,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221012,University,Myanmar,Master,Duksung Women'S University,Yeungnam University,Korean language education,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221013,University,Myanmar,Doctoral,Dongguk University,Jeju National University,Agricultural science,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221014,University,Myanmar,Doctoral,Sunmoon University,Jeju National University,Agricultural science,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221015,University,Myanmar,Master,Daegu University,Jeju National University,International trade,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221016,University,Myanmar,Doctoral,Exempt,Chungnam National University,Business administration,Scholarship deffered(6 months),MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221017,University,Myanmar,Master,Keimyung University,Korea University Of Technology Andeducation (Koreatech),Department of industrial management,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221018,University,Myanmar,Master,Sunchon National University,Hanyang University,Business administration - managementinformation system,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221019,University,Myanmar,Master,Dongguk University,Gyeongsang National University,Civil engineering,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221020,University,Myanmar,Doctoral,Exempt,Keimyung University,Civil engineering,Scholarship deffered(6 months),MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221021,University,Myanmar,Master,Seokyeong University,Dong-A University,Environmental engineering,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221022,University,Myanmar,Master,Chungnam Univeristy,Dong-A University,Mathematics,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221023,University,Myanmar,Master,Sunmoon University,Pusan National University,School of mechanical enginnering(energy systems),,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221024,University,Myanmar,Master,Duksung Women'S University,Yeungnam University,Mathematics,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221025,University,Myanmar,Master,Kangwon National University,Jeju National University,Agricultural economics,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221026,University,Myanmar,Master,Seokyeong University,National Korea Maritime & Oceanuniversity,Civil and environmental engineering,,MM,AS,"(17.1750495, 95.9999652, 0.0)",17.1750495,95.9999652,1,54,0.04526404
CS01221027,University,Nepal,Doctoral,Seokyeong University,Gyeongsang National University,Education,,NP,AS,"(28.1083929, 84.0917139, 0.0)",28.1083929,84.0917139,1,10,0.00838223
CS01221028,University,Nepal,Doctoral,Daejon University,Gyeongsang National University,Science education,,NP,AS,"(28.1083929, 84.0917139, 0.0)",28.1083929,84.0917139,1,10,0.00838223
CS01221029,University,Nepal,Doctoral,Sunmoon University,Daegu University,Special education,,NP,AS,"(28.1083929, 84.0917139, 0.0)",28.1083929,84.0917139,1,10,0.00838223
CS01221030,University,Nepal,Doctoral,Busan University Of Foreignstudies,Daegu University,Special education,,NP,AS,"(28.1083929, 84.0917139, 0.0)",28.1083929,84.0917139,1,10,0.00838223
CS01221031,University,Nepal,Doctoral,Exempt,Chung-Ang University,Pharmacy,Scholarship deffered(6 months),NP,AS,"(28.1083929, 84.0917139, 0.0)",28.1083929,84.0917139,1,10,0.00838223
CS01221032,University,Nigeria,Master,Chungnam Univeristy,Unist(Ulsan National Institute Ofscience And Technology),Biological science,,NG,AF,"(9.6000359, 7.9999721, 0.0)",9.6000359,7.9999721,1,16,0.013411567
CS01221033,University,Nigeria,Master,Dongseo University,Jeonbuk National University,Food science & human nutrition,,NG,AF,"(9.6000359, 7.9999721, 0.0)",9.6000359,7.9999721,1,16,0.013411567
CS01221034,University,Nigeria,Master,Dongseo University,Chungnam National University,Food and nutrition,,NG,AF,"(9.6000359, 7.9999721, 0.0)",9.6000359,7.9999721,1,16,0.013411567
CS01221035,University,Nigeria,Master,Keimyung University,Korea University Of Technology Andeducation (Koreatech),"Department of electrical, electronics andcommunication engineering",,NG,AF,"(9.6000359, 7.9999721, 0.0)",9.6000359,7.9999721,1,16,0.013411567
CS01221036,University,Nigeria,Master,Daejon University,Korea University Of Technology Andeducation (Koreatech),Department of mechatronics engineering,Conditionalsuccessful candidate,NG,AF,"(9.6000359, 7.9999721, 0.0)",9.6000359,7.9999721,1,16,0.013411567
CS01221037,University,Nigeria,Master,Busan University Of Foreignstudies,Kyungpook National University,Chemistry,,NG,AF,"(9.6000359, 7.9999721, 0.0)",9.6000359,7.9999721,1,16,0.013411567
CS01221038,University,Nigeria,Master,Sunchon National University,Kyungpook National University,Animal bt science,,NG,AF,"(9.6000359, 7.9999721, 0.0)",9.6000359,7.9999721,1,16,0.013411567
CS01221039,University,Nigeria,Doctoral,Duksung Women'S University,Pusan National University,Department of civil and environmentalengineering(environmental engineering),Conditionalsuccessful candidate,NG,AF,"(9.6000359, 7.9999721, 0.0)",9.6000359,7.9999721,1,16,0.013411567
CS01221040,University,Pakistan,Master,Keimyung University,Kdi School Of Public Policy Andmanagement,Master of development policy,,PK,AS,"(30.3308401, 71.247499, 0.0)",30.3308401,71.247499,1,19,0.015926236
CS01221041,University,Pakistan,Master,Konyang University,Pusan National University,Department of integrated biological sciences,Conditionalsuccessful candidate,PK,AS,"(30.3308401, 71.247499, 0.0)",30.3308401,71.247499,1,19,0.015926236
CS01221042,University,Pakistan,Master,Chungnam Univeristy,Yeungnam University,Visual communication design,,PK,AS,"(30.3308401, 71.247499, 0.0)",30.3308401,71.247499,1,19,0.015926236
CS01221043,University,Pakistan,Doctoral,Pai Chai University,Unist(Ulsan National Institute Ofscience And Technology),Chemistry,,PK,AS,"(30.3308401, 71.247499, 0.0)",30.3308401,71.247499,1,19,0.015926236
CS01221044,University,Pakistan,Doctoral,Seokyeong University,Jeonbuk National University,Food science & human nutrition,,PK,AS,"(30.3308401, 71.247499, 0.0)",30.3308401,71.247499,1,19,0.015926236
CS01221045,University,Pakistan,Master,Sunmoon University,Hongik University,Degital media degisn,,PK,AS,"(30.3308401, 71.247499, 0.0)",30.3308401,71.247499,1,19,0.015926236
CS01221046,University,Pakistan,Doctoral,Exempt,Dong-A University,Chemical engineering,Scholarship deffered(6 months),PK,AS,"(30.3308401, 71.247499, 0.0)",30.3308401,71.247499,1,19,0.015926236
CS01221047,University,Pakistan,Master,Kangwon National University,Dong-A University,Health science,,PK,AS,"(30.3308401, 71.247499, 0.0)",30.3308401,71.247499,1,19,0.015926236
CS01221048,University,Pakistan,Master,Chungnam Univeristy,Jeonbuk National University,Agricultural economics,,PK,AS,"(30.3308401, 71.247499, 0.0)",30.3308401,71.247499,1,19,0.015926236
CS01221049,University,Peru,Master,Keimyung University,Korea University,Water & ecosystems,,PE,SA,"(-6.8699697, -75.0458515, 0.0)",-6.8699697,-75.0458515,1,7,0.005867561
CS01221050,University,Peru,Master,Chungnam Univeristy,Pusan National University,Department of businessadministration(management information system),,PE,SA,"(-6.8699697, -75.0458515, 0.0)",-6.8699697,-75.0458515,1,7,0.005867561
CS01221051,University,Peru,Master,Keimyung University,Yonsei University,Dentistry,,PE,SA,"(-6.8699697, -75.0458515, 0.0)",-6.8699697,-75.0458515,1,7,0.005867561
CS01221052,University,Philippines,Master,Jeju National University,Kdi School Of Public Policy Andmanagement,Master of development policy,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221053,University,Philippines,Master,Seokyeong University,Kdi School Of Public Policy Andmanagement,Master of development policy,Conditionalsuccessful candidate,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221054,University,Philippines,Master,Daejon University,Kangwon National University,Science education,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221055,University,Philippines,Master,Kangwon National University,Konkuk University,Architecture,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221056,University,Philippines,Master,Dongseo University,Kongju National University,Civil and environmental engineering,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221057,University,Philippines,Master,Konyang University,Kookmin University,Architecture,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221058,University,Philippines,Master,Jeju National University,Daegu University,Special education,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221059,University,Philippines,Doctoral,Seokyeong University,Sunchon National University,Animal science and technology,Conditionalsuccessful candidate,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221060,University,Philippines,Master,Daejon University,Ajou University,Civil society studies,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221061,University,Philippines,Master,Seokyeong University,Yeungnam University,Education,Conditionalsuccessful candidate,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221062,University,Philippines,Doctoral,Sunchon National University,Unist(Ulsan National Institute Ofscience And Technology),Artificial intelligence,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221063,University,Philippines,Master,Kangwon National University,Ewha Womans University,Women's studies,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221064,University,Philippines,Master,Sunchon National University,Ewha Womans University,Communication & media,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221065,University,Philippines,Master,Dongguk University,Jeonbuk National University,Education,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221066,University,Philippines,Master,Daegu University,Hankuk University Of Foreign Studies,International studies,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221067,University,Philippines,Master,Chungnam Univeristy,Hongik University,Degital media degisn,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221068,University,Philippines,Master,Konyang University,Kangwon National University,Food and nutrition,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221069,University,Philippines,Doctoral,Dongseo University,Kyungpook National University,Statistics,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221070,University,Philippines,Master,Duksung Women'S University,Dongseo University,Visual contents,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221071,University,Philippines,Master,Duksung Women'S University,Dong-A University,Civil engineering,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221072,University,Philippines,Doctoral,Konyang University,Pusan National University,Department of information convergenceengineering(ai),,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221073,University,Philippines,Doctoral,Seokyeong University,Sunchon National University,Biology,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221074,University,Philippines,Doctoral,Kangwon National University,Sunchon National University,Life resources (division of plant science),,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221075,University,Philippines,Master,Daejon University,Inje University,Occupational therapy,,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
CS01221076,University,Philippines,Master,Konyang University,Chonnam National University,"Integrative food, bioscience and biotechnology",,PH,AS,"(12.7503486, 122.7312101, 0.0)",12.7503486,122.7312101,1,46,0.038558256
